['36', '-', '24', '=', '2']
['90', '+', '83', '=', '13']
['90', '+', '85', '=', '12']
['90', '+', '85', '=', '15']
['90', '+', '85', '=', '13']
['90', '=', '85', '+', '13']
['90', '-', '68', '=', '13']
['90', '-', '65', '=', '43']
['90', '-', '65', '=', '18']
['90', '-', '98', '=', '13']
['90', '-', '95', '=', '43']
['90', '-', '95', '=', '18']
['90', '-', '89', '=', '13']
['90', '-', '86', '=', '12']
['90', '-', '86', '=', '15']
['90', '-', '86', '=', '13']
['90', '-', '89', '=', '12']
['90', '-', '89', '=', '15']
['90', '-', '83', '=', '73']
['90', '-', '83', '=', '19']
['90', '-', '85', '=', '72']
['90', '-', '85', '=', '75']
['90', '-', '85', '=', '19']
['90', '-', '85', '=', '73']
['96', '+', '83', '=', '13']
['96', '+', '85', '=', '12']
['96', '+', '85', '=', '15']
['96', '=', '85', '+', '13']
['96', '-', '68', '=', '13']
['96', '-', '65', '=', '43']
['96', '-', '65', '=', '18']
['96', '-', '98', '=', '13']
['96', '-', '95', '=', '43']
['96', '-', '95', '=', '18']
['96', '-', '86', '=', '12']
['96', '-', '86', '=', '15']
['96', '-', '89', '=', '12']
['96', '-', '89', '=', '15']
['96', '-', '83', '=', '73']
['96', '-', '83', '=', '19']
['96', '-', '85', '=', '72']
['96', '-', '85', '=', '75']
['99', '+', '83', '=', '13']
['99', '+', '85', '=', '12']
['99', '+', '85', '=', '15']
['99', '=', '85', '+', '13']
['99', '-', '68', '=', '13']
['99', '-', '65', '=', '43']
['99', '-', '65', '=', '18']
['99', '-', '98', '=', '13']
['99', '-', '95', '=', '43']
['99', '-', '95', '=', '18']
['99', '-', '86', '=', '12']
['99', '-', '86', '=', '15']
['99', '-', '89', '=', '12']
['99', '-', '89', '=', '15']
['99', '-', '83', '=', '73']
['99', '-', '83', '=', '19']
['99', '-', '85', '=', '72']
['99', '-', '85', '=', '75']
['92', '+', '86', '=', '13']
['92', '+', '89', '=', '13']
['92', '+', '85', '=', '73']
['92', '+', '85', '=', '19']
['92', '-', '86', '=', '73']
['92', '-', '86', '=', '19']
['92', '-', '89', '=', '73']
['92', '-', '89', '=', '19']
['92', '-', '85', '=', '79']
['93', '+', '86', '=', '13']
['93', '+', '89', '=', '13']
['93', '+', '85', '=', '73']
['93', '+', '85', '=', '19']
['93', '-', '86', '=', '73']
['93', '-', '86', '=', '19']
['93', '-', '89', '=', '73']
['93', '-', '89', '=', '19']
['93', '-', '85', '=', '79']
['95', '+', '86', '=', '13']
['95', '+', '89', '=', '13']
['95', '+', '85', '=', '73']
['95', '+', '85', '=', '19']
['95', '-', '86', '=', '73']
['95', '-', '86', '=', '19']
['95', '-', '89', '=', '73']
['95', '-', '89', '=', '19']
['95', '-', '85', '=', '79']
['98', '=', '85', '-', '13']
['98', '+', '95', '=', '13']
['98', '+', '63', '=', '13']
['98', '+', '65', '=', '12']
['98', '+', '65', '=', '15']
['98', '+', '65', '=', '13']
['98', '+', '93', '=', '13']
['98', '+', '95', '=', '12']
['98', '+', '95', '=', '15']
['98', '+', '26', '=', '13']
['98', '+', '29', '=', '13']
['98', '+', '25', '=', '73']
['98', '+', '25', '=', '19']
['98', '+', '36', '=', '13']
['98', '+', '39', '=', '13']
['98', '+', '35', '=', '73']
['98', '+', '35', '=', '19']
['98', '+', '56', '=', '13']
['98', '+', '59', '=', '13']
['98', '+', '55', '=', '73']
['98', '+', '55', '=', '19']
['98', '+', '86', '=', '17']
['98', '+', '89', '=', '17']
['98', '+', '85', '=', '77']
['98', '=', '65', '+', '13']
['98', '=', '95', '+', '13']
['98', '=', '83', '-', '13']
['98', '=', '85', '-', '12']
['98', '=', '85', '-', '15']
['98', '-', '96', '=', '13']
['98', '-', '99', '=', '13']
['98', '-', '95', '=', '73']
['98', '-', '95', '=', '19']
['98', '-', '69', '=', '13']
['98', '-', '66', '=', '12']
['98', '-', '66', '=', '15']
['98', '-', '66', '=', '13']
['98', '-', '69', '=', '12']
['98', '-', '69', '=', '15']
['98', '-', '63', '=', '73']
['98', '-', '63', '=', '19']
['98', '-', '65', '=', '72']
['98', '-', '65', '=', '75']
['98', '-', '65', '=', '19']
['98', '-', '65', '=', '73']
['98', '-', '96', '=', '12']
['98', '-', '96', '=', '15']
['98', '-', '99', '=', '12']
['98', '-', '99', '=', '15']
['98', '-', '93', '=', '73']
['98', '-', '93', '=', '19']
['98', '-', '95', '=', '72']
['98', '-', '95', '=', '75']
['98', '-', '26', '=', '73']
['98', '-', '26', '=', '19']
['98', '-', '29', '=', '73']
['98', '-', '29', '=', '19']
['98', '-', '25', '=', '79']
['98', '-', '36', '=', '73']
['98', '-', '36', '=', '19']
['98', '-', '39', '=', '73']
['98', '-', '39', '=', '19']
['98', '-', '35', '=', '79']
['98', '-', '56', '=', '73']
['98', '-', '56', '=', '19']
['98', '-', '59', '=', '73']
['98', '-', '59', '=', '19']
['98', '-', '55', '=', '79']
['98', '-', '86', '=', '77']
['98', '-', '89', '=', '77']
['30', '+', '86', '=', '13']
['30', '+', '89', '=', '13']
['30', '+', '85', '=', '73']
['30', '+', '85', '=', '19']
['30', '-', '86', '=', '73']
['30', '-', '86', '=', '19']
['30', '-', '89', '=', '73']
['30', '-', '89', '=', '19']
['30', '-', '85', '=', '79']
['36', '+', '86', '=', '13']
['36', '+', '89', '=', '13']
['36', '+', '85', '=', '73']
['36', '+', '85', '=', '19']
['36', '-', '86', '=', '73']
['36', '-', '86', '=', '19']
['36', '-', '89', '=', '73']
['36', '-', '89', '=', '19']
['36', '-', '85', '=', '79']
['39', '+', '86', '=', '13']
['39', '+', '89', '=', '13']
['39', '+', '85', '=', '73']
['39', '+', '85', '=', '19']
['39', '-', '86', '=', '73']
['39', '-', '86', '=', '19']
['39', '-', '89', '=', '73']
['39', '-', '89', '=', '19']
['39', '-', '85', '=', '79']
['38', '+', '66', '=', '13']
['38', '+', '69', '=', '13']
['38', '+', '65', '=', '73']
['38', '+', '65', '=', '19']
['38', '+', '96', '=', '13']
['38', '+', '99', '=', '13']
['38', '+', '95', '=', '73']
['38', '+', '95', '=', '19']
['38', '=', '86', '-', '13']
['38', '=', '89', '-', '13']
['38', '=', '85', '-', '73']
['38', '=', '85', '-', '19']
['38', '-', '66', '=', '73']
['38', '-', '66', '=', '19']
['38', '-', '69', '=', '73']
['38', '-', '69', '=', '19']
['38', '-', '65', '=', '79']
['38', '-', '96', '=', '73']
['38', '-', '96', '=', '19']
['38', '-', '99', '=', '73']
['38', '-', '99', '=', '19']
['38', '-', '95', '=', '79']
['50', '+', '86', '=', '13']
['50', '+', '89', '=', '13']
['50', '+', '85', '=', '73']
['50', '+', '85', '=', '19']
['50', '-', '86', '=', '73']
['50', '-', '86', '=', '19']
['50', '-', '89', '=', '73']
['50', '-', '89', '=', '19']
['50', '-', '85', '=', '79']
['56', '+', '86', '=', '13']
['56', '+', '89', '=', '13']
['56', '+', '85', '=', '73']
['56', '+', '85', '=', '19']
['56', '-', '86', '=', '73']
['56', '-', '86', '=', '19']
['56', '-', '89', '=', '73']
['56', '-', '89', '=', '19']
['56', '-', '85', '=', '79']
['59', '+', '86', '=', '13']
['59', '+', '89', '=', '13']
['59', '+', '85', '=', '73']
['59', '+', '85', '=', '19']
['59', '-', '86', '=', '73']
['59', '-', '86', '=', '19']
['59', '-', '89', '=', '73']
['59', '-', '89', '=', '19']
['59', '-', '85', '=', '79']
['58', '+', '66', '=', '13']
['58', '+', '69', '=', '13']
['58', '+', '65', '=', '73']
['58', '+', '65', '=', '19']
['58', '+', '96', '=', '13']
['58', '+', '99', '=', '13']
['58', '+', '95', '=', '73']
['58', '+', '95', '=', '19']
['58', '=', '86', '-', '13']
['58', '=', '89', '-', '13']
['58', '=', '85', '-', '73']
['58', '=', '85', '-', '19']
['58', '-', '66', '=', '73']
['58', '-', '66', '=', '19']
['58', '-', '69', '=', '73']
['58', '-', '69', '=', '19']
['58', '-', '65', '=', '79']
['58', '-', '96', '=', '73']
['58', '-', '96', '=', '19']
['58', '-', '99', '=', '73']
['58', '-', '99', '=', '19']
['58', '-', '95', '=', '79']
['80', '+', '65', '=', '13']
['80', '+', '95', '=', '13']
['80', '=', '85', '-', '13']
['80', '-', '66', '=', '13']
['80', '-', '69', '=', '13']
['80', '-', '65', '=', '73']
['80', '-', '65', '=', '19']
['80', '-', '96', '=', '13']
['80', '-', '99', '=', '13']
['80', '-', '95', '=', '73']
['80', '-', '95', '=', '19']
['86', '+', '65', '=', '13']
['86', '+', '95', '=', '13']
['86', '=', '85', '-', '13']
['86', '-', '66', '=', '13']
['86', '-', '69', '=', '13']
['86', '-', '65', '=', '73']
['86', '-', '65', '=', '19']
['86', '-', '96', '=', '13']
['86', '-', '99', '=', '13']
['86', '-', '95', '=', '73']
['86', '-', '95', '=', '19']
['89', '+', '65', '=', '13']
['89', '+', '95', '=', '13']
['89', '=', '85', '-', '13']
['89', '-', '66', '=', '13']
['89', '-', '69', '=', '13']
['89', '-', '65', '=', '73']
['89', '-', '65', '=', '19']
['89', '-', '96', '=', '13']
['89', '-', '99', '=', '13']
['89', '-', '95', '=', '73']
['89', '-', '95', '=', '19']
['88', '=', '65', '-', '13']
['88', '=', '95', '-', '13']
['90', '+', '66', '=', '13']
['90', '+', '69', '=', '13']
['90', '+', '65', '=', '73']
['90', '+', '65', '=', '19']
['90', '+', '96', '=', '13']
['90', '+', '99', '=', '13']
['90', '+', '95', '=', '73']
['90', '+', '95', '=', '19']
['90', '=', '86', '-', '13']
['90', '=', '89', '-', '13']
['90', '=', '85', '-', '73']
['90', '=', '85', '-', '19']
['90', '-', '66', '=', '73']
['90', '-', '66', '=', '19']
['90', '-', '69', '=', '73']
['90', '-', '69', '=', '19']
['90', '-', '65', '=', '79']
['90', '-', '96', '=', '73']
['90', '-', '96', '=', '19']
['90', '-', '99', '=', '73']
['90', '-', '99', '=', '19']
['90', '-', '95', '=', '79']
['96', '+', '66', '=', '13']
['96', '+', '69', '=', '13']
['96', '+', '65', '=', '73']
['96', '+', '65', '=', '19']
['96', '+', '96', '=', '13']
['96', '+', '99', '=', '13']
['96', '+', '95', '=', '73']
['96', '+', '95', '=', '19']
['96', '=', '86', '-', '13']
['96', '=', '89', '-', '13']
['96', '=', '85', '-', '73']
['96', '=', '85', '-', '19']
['96', '-', '66', '=', '73']
['96', '-', '66', '=', '19']
['96', '-', '69', '=', '73']
['96', '-', '69', '=', '19']
['96', '-', '65', '=', '79']
['96', '-', '96', '=', '73']
['96', '-', '96', '=', '19']
['96', '-', '99', '=', '73']
['96', '-', '99', '=', '19']
['96', '-', '95', '=', '79']
['99', '+', '66', '=', '13']
['99', '+', '69', '=', '13']
['99', '+', '65', '=', '73']
['99', '+', '65', '=', '19']
['99', '+', '96', '=', '13']
['99', '+', '99', '=', '13']
['99', '+', '95', '=', '73']
['99', '+', '95', '=', '19']
['99', '=', '86', '-', '13']
['99', '=', '89', '-', '13']
['99', '=', '85', '-', '73']
['99', '=', '85', '-', '19']
['99', '-', '66', '=', '73']
['99', '-', '66', '=', '19']
['99', '-', '69', '=', '73']
['99', '-', '69', '=', '19']
['99', '-', '65', '=', '79']
['99', '-', '96', '=', '73']
['99', '-', '96', '=', '19']
['99', '-', '99', '=', '73']
['99', '-', '99', '=', '19']
['99', '-', '95', '=', '79']
['98', '=', '66', '-', '13']
['98', '=', '69', '-', '13']
['98', '=', '65', '-', '73']
['98', '=', '65', '-', '19']
['98', '=', '96', '-', '13']
['98', '=', '99', '-', '13']
['98', '=', '95', '-', '73']
['98', '=', '95', '-', '19']
['66', '-', '14', '=', '69']
['96', '-', '14', '=', '69']
['26', '-', '47', '=', '69']
['26', '-', '13', '=', '69']
['36', '-', '47', '=', '69']
['36', '-', '13', '=', '69']
['56', '-', '47', '=', '69']
['56', '-', '13', '=', '69']
['80', '-', '17', '=', '69']
['85', '-', '14', '=', '69']
['88', '-', '17', '=', '29']
['88', '-', '17', '=', '39']
['88', '-', '17', '=', '62']
['82', '+', '17', '=', '69']
['82', '-', '77', '=', '69']
['82', '-', '17', '=', '89']
['82', '-', '17', '=', '68']
['89', '-', '17', '=', '69']
['83', '+', '17', '=', '69']
['83', '-', '77', '=', '69']
['83', '-', '17', '=', '89']
['83', '-', '17', '=', '68']
['80', '-', '17', '=', '99']
['80', '-', '17', '=', '60']
['80', '-', '17', '=', '66']
['89', '-', '17', '=', '99']
['89', '-', '17', '=', '60']
['89', '-', '17', '=', '66']
['86', '+', '17', '=', '29']
['86', '+', '17', '=', '39']
['86', '+', '17', '=', '62']
['86', '-', '77', '=', '29']
['86', '-', '77', '=', '39']
['86', '-', '77', '=', '62']
['86', '-', '47', '=', '64']
['86', '-', '13', '=', '64']
['86', '-', '14', '=', '59']
['86', '-', '14', '=', '63']
['86', '-', '14', '=', '65']
['86', '-', '17', '=', '82']
['86', '-', '17', '=', '28']
['86', '-', '17', '=', '99']
['86', '-', '17', '=', '38']
['86', '-', '17', '=', '90']
['86', '-', '17', '=', '96']
['86', '-', '17', '=', '60']
['86', '-', '17', '=', '66']
['98', '-', '17', '=', '69']
['96', '+', '17', '=', '69']
['96', '-', '77', '=', '69']
['96', '-', '17', '=', '89']
['96', '-', '17', '=', '68']
['68', '-', '17', '=', '69']
['65', '-', '47', '=', '69']
['65', '-', '13', '=', '69']
['68', '-', '17', '=', '99']
['68', '-', '17', '=', '60']
['68', '-', '17', '=', '66']
['60', '+', '17', '=', '69']
['60', '-', '77', '=', '69']
['60', '-', '17', '=', '89']
['60', '-', '17', '=', '68']
['69', '+', '17', '=', '69']
['69', '-', '77', '=', '69']
['69', '-', '17', '=', '89']
['69', '-', '17', '=', '68']
['66', '+', '17', '=', '99']
['66', '+', '17', '=', '60']
['66', '+', '17', '=', '66']
['66', '+', '17', '=', '69']
['66', '=', '17', '+', '69']
['66', '-', '77', '=', '99']
['66', '-', '77', '=', '60']
['66', '-', '77', '=', '66']
['66', '-', '41', '=', '69']
['66', '-', '47', '=', '59']
['66', '-', '47', '=', '63']
['66', '-', '47', '=', '65']
['66', '-', '13', '=', '59']
['66', '-', '13', '=', '63']
['66', '-', '13', '=', '65']
['66', '-', '17', '=', '89']
['66', '-', '17', '=', '80']
['66', '-', '17', '=', '86']
['66', '-', '17', '=', '98']
['66', '-', '17', '=', '68']
['66', '-', '77', '=', '69']
['95', '-', '47', '=', '69']
['95', '-', '13', '=', '69']
['98', '-', '17', '=', '99']
['98', '-', '17', '=', '60']
['98', '-', '17', '=', '66']
['90', '+', '17', '=', '69']
['90', '-', '77', '=', '69']
['90', '-', '17', '=', '89']
['90', '-', '17', '=', '68']
['99', '+', '17', '=', '69']
['99', '-', '77', '=', '69']
['99', '-', '17', '=', '89']
['99', '-', '17', '=', '68']
['96', '+', '17', '=', '99']
['96', '+', '17', '=', '60']
['96', '+', '17', '=', '66']
['96', '=', '17', '+', '69']
['96', '-', '77', '=', '99']
['96', '-', '77', '=', '60']
['96', '-', '77', '=', '66']
['96', '-', '41', '=', '69']
['96', '-', '47', '=', '59']
['96', '-', '47', '=', '63']
['96', '-', '47', '=', '65']
['96', '-', '13', '=', '59']
['96', '-', '13', '=', '63']
['96', '-', '13', '=', '65']
['96', '-', '17', '=', '80']
['96', '-', '17', '=', '86']
['96', '-', '17', '=', '98']
['28', '+', '17', '=', '69']
['28', '-', '77', '=', '69']
['28', '-', '17', '=', '89']
['28', '-', '17', '=', '68']
['26', '+', '77', '=', '69']
['26', '+', '17', '=', '89']
['26', '+', '17', '=', '68']
['26', '-', '77', '=', '89']
['26', '-', '77', '=', '68']
['26', '-', '17', '=', '88']
['38', '+', '17', '=', '69']
['38', '-', '77', '=', '69']
['38', '-', '17', '=', '89']
['38', '-', '17', '=', '68']
['36', '+', '77', '=', '69']
['36', '+', '17', '=', '89']
['36', '+', '17', '=', '68']
['36', '-', '77', '=', '89']
['36', '-', '77', '=', '68']
['36', '-', '17', '=', '88']
['58', '+', '17', '=', '69']
['58', '-', '77', '=', '69']
['58', '-', '17', '=', '89']
['58', '-', '17', '=', '68']
['56', '+', '77', '=', '69']
['56', '+', '17', '=', '89']
['56', '+', '17', '=', '68']
['56', '-', '77', '=', '89']
['56', '-', '77', '=', '68']
['56', '-', '17', '=', '88']
['88', '-', '11', '=', '69']
['88', '-', '17', '=', '59']
['88', '-', '17', '=', '63']
['88', '-', '17', '=', '65']
['85', '+', '17', '=', '99']
['85', '+', '17', '=', '60']
['85', '+', '17', '=', '66']
['85', '+', '17', '=', '69']
['85', '=', '17', '+', '69']
['85', '-', '77', '=', '99']
['85', '-', '77', '=', '60']
['85', '-', '77', '=', '66']
['85', '-', '41', '=', '69']
['85', '-', '47', '=', '59']
['85', '-', '47', '=', '63']
['85', '-', '47', '=', '65']
['85', '-', '13', '=', '59']
['85', '-', '13', '=', '63']
['85', '-', '13', '=', '65']
['85', '-', '17', '=', '89']
['85', '-', '17', '=', '80']
['85', '-', '17', '=', '86']
['85', '-', '17', '=', '98']
['85', '-', '77', '=', '69']
['88', '+', '17', '=', '64']
['88', '-', '77', '=', '64']
['88', '-', '11', '=', '99']
['88', '-', '11', '=', '60']
['88', '-', '11', '=', '66']
['88', '-', '17', '=', '50']
['88', '-', '17', '=', '56']
['88', '-', '17', '=', '84']
['88', '-', '17', '=', '93']
['88', '-', '17', '=', '95']
['80', '+', '11', '=', '69']
['80', '+', '17', '=', '59']
['80', '+', '17', '=', '63']
['80', '+', '17', '=', '65']
['80', '=', '17', '-', '69']
['80', '-', '71', '=', '69']
['80', '-', '77', '=', '59']
['80', '-', '77', '=', '63']
['80', '-', '77', '=', '65']
['80', '-', '11', '=', '89']
['80', '-', '11', '=', '68']
['80', '-', '17', '=', '58']
['80', '-', '17', '=', '83']
['80', '-', '17', '=', '85']
['89', '+', '11', '=', '69']
['89', '+', '17', '=', '59']
['89', '+', '17', '=', '63']
['89', '+', '17', '=', '65']
['89', '=', '17', '-', '69']
['89', '-', '71', '=', '69']
['89', '-', '77', '=', '59']
['89', '-', '77', '=', '63']
['89', '-', '77', '=', '65']
['89', '-', '11', '=', '89']
['89', '-', '11', '=', '68']
['89', '-', '17', '=', '58']
['89', '-', '17', '=', '83']
['89', '-', '17', '=', '85']
['86', '=', '17', '-', '69']
['86', '+', '77', '=', '64']
['86', '+', '11', '=', '99']
['86', '+', '11', '=', '60']
['86', '+', '11', '=', '66']
['86', '+', '17', '=', '50']
['86', '+', '17', '=', '56']
['86', '+', '17', '=', '59']
['86', '+', '17', '=', '84']
['86', '+', '17', '=', '93']
['86', '+', '17', '=', '95']
['86', '+', '17', '=', '65']
['86', '+', '17', '=', '63']
['86', '+', '11', '=', '69']
['86', '=', '11', '+', '69']
['86', '=', '17', '-', '99']
['86', '=', '17', '-', '60']
['86', '=', '17', '-', '66']
['86', '=', '17', '+', '59']
['86', '=', '17', '+', '63']
['86', '=', '17', '+', '65']
['86', '-', '71', '=', '99']
['86', '-', '71', '=', '60']
['86', '-', '71', '=', '66']
['86', '-', '77', '=', '50']
['86', '-', '77', '=', '56']
['86', '-', '77', '=', '59']
['86', '-', '77', '=', '84']
['86', '-', '77', '=', '93']
['86', '-', '77', '=', '95']
['86', '-', '77', '=', '65']
['86', '-', '77', '=', '63']
['86', '-', '41', '=', '59']
['86', '-', '41', '=', '63']
['86', '-', '41', '=', '65']
['86', '-', '47', '=', '53']
['86', '-', '47', '=', '55']
['86', '-', '11', '=', '89']
['86', '-', '11', '=', '80']
['86', '-', '11', '=', '86']
['86', '-', '11', '=', '98']
['86', '-', '11', '=', '68']
['86', '-', '13', '=', '53']
['86', '-', '13', '=', '55']
['86', '-', '17', '=', '83']
['86', '-', '17', '=', '85']
['86', '-', '17', '=', '58']
['86', '-', '71', '=', '69']
['65', '+', '77', '=', '69']
['65', '+', '17', '=', '89']
['65', '+', '17', '=', '68']
['65', '-', '77', '=', '89']
['65', '-', '77', '=', '68']
['65', '-', '17', '=', '88']
['68', '+', '11', '=', '69']
['68', '+', '17', '=', '59']
['68', '+', '17', '=', '63']
['68', '+', '17', '=', '65']
['68', '=', '17', '-', '69']
['68', '-', '71', '=', '69']
['68', '-', '77', '=', '59']
['68', '-', '77', '=', '63']
['68', '-', '77', '=', '65']
['68', '-', '11', '=', '89']
['68', '-', '11', '=', '68']
['68', '-', '17', '=', '58']
['68', '-', '17', '=', '83']
['68', '-', '17', '=', '85']
['66', '+', '71', '=', '69']
['66', '+', '77', '=', '59']
['66', '+', '77', '=', '63']
['66', '+', '77', '=', '65']
['66', '+', '11', '=', '89']
['66', '+', '11', '=', '68']
['66', '+', '17', '=', '58']
['66', '+', '17', '=', '85']
['66', '=', '77', '-', '69']
['66', '=', '17', '-', '89']
['66', '=', '17', '-', '68']
['66', '-', '71', '=', '89']
['66', '-', '71', '=', '68']
['66', '-', '77', '=', '58']
['66', '-', '77', '=', '83']
['66', '-', '77', '=', '85']
['66', '-', '11', '=', '88']
['95', '+', '77', '=', '69']
['95', '+', '17', '=', '89']
['95', '+', '17', '=', '68']
['95', '-', '77', '=', '89']
['95', '-', '77', '=', '68']
['95', '-', '17', '=', '88']
['98', '+', '11', '=', '69']
['98', '+', '17', '=', '59']
['98', '+', '17', '=', '63']
['98', '+', '17', '=', '65']
['98', '=', '17', '-', '69']
['98', '-', '71', '=', '69']
['98', '-', '77', '=', '59']
['98', '-', '77', '=', '63']
['98', '-', '77', '=', '65']
['98', '-', '11', '=', '89']
['98', '-', '11', '=', '68']
['98', '-', '17', '=', '58']
['98', '-', '17', '=', '83']
['98', '-', '17', '=', '85']
['96', '+', '71', '=', '69']
['96', '+', '77', '=', '59']
['96', '+', '77', '=', '63']
['96', '+', '77', '=', '65']
['96', '+', '11', '=', '89']
['96', '+', '11', '=', '68']
['96', '+', '17', '=', '58']
['96', '+', '17', '=', '83']
['96', '+', '17', '=', '85']
['96', '=', '77', '-', '69']
['96', '=', '17', '-', '89']
['96', '=', '17', '-', '68']
['96', '-', '71', '=', '89']
['96', '-', '71', '=', '68']
['96', '-', '77', '=', '58']
['96', '-', '77', '=', '83']
['96', '-', '77', '=', '85']
['96', '-', '11', '=', '88']
['85', '+', '71', '=', '69']
['85', '+', '77', '=', '59']
['85', '+', '77', '=', '63']
['85', '+', '77', '=', '65']
['85', '+', '11', '=', '89']
['85', '+', '11', '=', '68']
['85', '+', '17', '=', '58']
['85', '+', '17', '=', '83']
['85', '+', '17', '=', '85']
['85', '=', '77', '-', '69']
['85', '=', '17', '-', '89']
['85', '=', '17', '-', '68']
['85', '-', '71', '=', '89']
['85', '-', '71', '=', '68']
['85', '-', '77', '=', '58']
['85', '-', '77', '=', '83']
['85', '-', '77', '=', '85']
['85', '-', '11', '=', '88']
['88', '+', '11', '=', '59']
['88', '+', '11', '=', '63']
['88', '+', '11', '=', '65']
['88', '+', '17', '=', '53']
['88', '+', '17', '=', '55']
['88', '=', '11', '-', '69']
['88', '=', '17', '-', '59']
['88', '=', '17', '-', '63']
['88', '=', '17', '-', '65']
['88', '-', '71', '=', '59']
['88', '-', '71', '=', '63']
['88', '-', '71', '=', '65']
['88', '-', '77', '=', '53']
['88', '-', '77', '=', '55']
['88', '-', '11', '=', '58']
['88', '-', '11', '=', '83']
['88', '-', '11', '=', '85']
['86', '+', '71', '=', '59']
['86', '+', '71', '=', '63']
['86', '+', '71', '=', '65']
['86', '+', '77', '=', '53']
['86', '+', '77', '=', '55']
['86', '+', '11', '=', '58']
['86', '+', '11', '=', '83']
['86', '+', '11', '=', '85']
['86', '=', '71', '-', '69']
['86', '=', '77', '-', '59']
['86', '=', '77', '-', '63']
['86', '=', '77', '-', '65']
['86', '=', '11', '-', '89']
['86', '=', '11', '-', '68']
['86', '=', '17', '-', '58']
['86', '=', '17', '-', '83']
['86', '=', '17', '-', '85']
['86', '-', '71', '=', '58']
['86', '-', '71', '=', '83']
['86', '-', '71', '=', '85']
['1', '+', '9', '=', '9']
['7', 'x', '2', '=', '9']
['7', 'x', '9', '=', '2']
['4', 'x', '4', '=', '9']
['4', 'x', '9', '=', '4']
['1', 'x', '0', '=', '9']
['1', 'x', '6', '=', '9']
['1', 'x', '8', '=', '2']
['1', 'x', '2', '=', '8']
['1', 'x', '0', '=', '6']
['1', 'x', '6', '=', '0']
['1', 'x', '9', '=', '0']
['1', 'x', '9', '=', '6']
['7', 'x', '5', '=', '9']
['7', 'x', '3', '=', '0']
['7', 'x', '3', '=', '6']
['7', 'x', '3', '=', '9']
['7', 'x', '5', '=', '0']
['7', 'x', '5', '=', '6']
['7', 'x', '4', '=', '8']
['7', 'x', '8', '=', '4']
['7', 'x', '0', '=', '3']
['7', 'x', '0', '=', '5']
['7', 'x', '6', '=', '3']
['7', 'x', '6', '=', '5']
['7', 'x', '9', '=', '5']
['7', 'x', '9', '=', '3']
['4', 'x', '3', '=', '3']
['4', 'x', '3', '=', '5']
['4', 'x', '5', '=', '3']
['4', 'x', '5', '=', '5']
['1', 'x', '8', '=', '3']
['1', 'x', '8', '=', '5']
['1', 'x', '5', '=', '8']
['1', 'x', '3', '=', '8']
['67', 'x', '20', '=', '87']
['67', '+', '50', '=', '87']
['54', '+', '20', '=', '87']
['57', '+', '60', '=', '87']
['57', '+', '90', '=', '87']
['57', '+', '20', '=', '84']
['87', '+', '22', '=', '87']
['87', '+', '23', '=', '87']
['87', '+', '25', '=', '87']
['27', '+', '28', '=', '87']
['97', '+', '20', '=', '87']
['37', '+', '28', '=', '87']
['97', '+', '30', '=', '87']
['97', '+', '26', '=', '87']
['97', '+', '29', '=', '87']
['61', '+', '60', '=', '87']
['61', '+', '90', '=', '87']
['61', '+', '20', '=', '84']
['63', '+', '20', '=', '27']
['63', '+', '20', '=', '37']
['63', '+', '20', '=', '57']
['64', '-', '20', '=', '87']
['64', '+', '20', '=', '67']
['64', '+', '20', '=', '97']
['64', '+', '20', '=', '81']
['67', '-', '60', '=', '87']
['67', '-', '90', '=', '87']
['67', '-', '20', '=', '84']
['67', '=', '20', '+', '87']
['67', '+', '30', '=', '87']
['67', '+', '80', '=', '27']
['67', '+', '80', '=', '37']
['67', '+', '80', '=', '57']
['67', '+', '60', '=', '67']
['67', '+', '60', '=', '97']
['67', '+', '60', '=', '81']
['67', '+', '90', '=', '67']
['67', '+', '90', '=', '97']
['67', '+', '90', '=', '81']
['67', '+', '36', '=', '87']
['67', '+', '39', '=', '87']
['67', '+', '29', '=', '87']
['67', '+', '26', '=', '87']
['67', '+', '20', '=', '64']
['67', '+', '20', '=', '94']
['67', '+', '20', '=', '23']
['67', '+', '20', '=', '33']
['67', '+', '20', '=', '53']
['81', '+', '20', '=', '87']
['87', '-', '20', '=', '87']
['87', '+', '20', '=', '67']
['87', '+', '20', '=', '97']
['87', '+', '20', '=', '81']
['51', '+', '80', '=', '87']
['51', '+', '20', '=', '83']
['53', '-', '20', '=', '87']
['53', '+', '20', '=', '67']
['53', '+', '20', '=', '97']
['53', '+', '20', '=', '81']
['57', '-', '80', '=', '87']
['57', '-', '20', '=', '83']
['57', '+', '80', '=', '67']
['57', '+', '80', '=', '97']
['57', '+', '80', '=', '81']
['57', '+', '38', '=', '87']
['57', '+', '28', '=', '87']
['57', '+', '20', '=', '63']
['57', '+', '20', '=', '93']
['81', '+', '30', '=', '87']
['81', '+', '26', '=', '87']
['81', '+', '29', '=', '87']
['87', '-', '30', '=', '87']
['87', '-', '26', '=', '87']
['87', '-', '29', '=', '87']
['87', '=', '20', '-', '87']
['87', '+', '30', '=', '67']
['87', '+', '30', '=', '97']
['87', '+', '30', '=', '81']
['87', '+', '28', '=', '27']
['87', '+', '28', '=', '37']
['87', '+', '28', '=', '57']
['87', '+', '26', '=', '67']
['87', '+', '26', '=', '97']
['87', '+', '26', '=', '81']
['87', '+', '29', '=', '67']
['87', '+', '29', '=', '97']
